mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX1,TestUser0001@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX1,TestUser0002@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX1,TestUser0003@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX1,TestUser0004@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX1,TestUser0005@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX1,TestUser0006@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX1,TestUser0007@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX1,TestUser0008@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX1,TestUser0009@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX1,TestUser0010@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX2,TestUser0001@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX2,TestUser0002@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX2,TestUser0003@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX2,TestUser0004@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX2,TestUser0005@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX2,TestUser0006@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX2,TestUser0007@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX2,TestUser0008@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX2,TestUser0009@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX2,TestUser0010@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX3,TestUser0001@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX3,TestUser0002@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX3,TestUser0003@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX3,TestUser0004@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX3,TestUser0005@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX3,TestUser0006@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX3,TestUser0007@infor.com,Loadtest1!,small
mingle-ci01-portal.mingle.awsdev.infor.com,MNGQACI1_AX3,TestUser0008@infor.com,Loadtest1!,small
